,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Sebastian Rudy,"€ 84,615","€ 4,400,000","€ 4,400,000",M,30,Germany,Hoffenheim,Bundesliga,2020-2021
2,Diadié Samassékou,"€ 75,000","€ 3,900,000","€ 3,900,000",M,24,Mali,Hoffenheim,Bundesliga,2020-2021
3,Oliver Baumann,"€ 60,577","€ 3,150,000","€ 3,150,000",K,30,Germany,Hoffenheim,Bundesliga,2020-2021
4,Andrej Kramaric,"€ 55,769","€ 2,900,000","€ 2,900,000",F,29,Croatia,Hoffenheim,Bundesliga,2020-2021
5,Ryan Sessegnon,"€ 53,846","€ 2,800,000","€ 2,800,000",D,20,England,Hoffenheim,Bundesliga,2020-2021
6,Florian Grillitsch,"€ 50,000","€ 2,600,000","€ 2,600,000",M,25,Austria,Hoffenheim,Bundesliga,2020-2021
7,Munas Dabbur,"€ 38,462","€ 2,000,000","€ 2,000,000",F,28,Israel,Hoffenheim,Bundesliga,2020-2021
8,Robert Skov,"€ 34,615","€ 1,800,000","€ 1,800,000",F,24,Denmark,Hoffenheim,Bundesliga,2020-2021
9,Pavel Kaderabek,"€ 32,692","€ 1,700,000","€ 1,700,000",D,28,Czech Republic,Hoffenheim,Bundesliga,2020-2021
10,Havard Nordtveit,"€ 32,692","€ 1,700,000","€ 1,700,000",D,30,Norway,Hoffenheim,Bundesliga,2020-2021
11,Ihlas Bebou,"€ 32,692","€ 1,700,000","€ 1,700,000",F,26,Togo,Hoffenheim,Bundesliga,2020-2021
12,Kevin Vogt,"€ 32,692","€ 1,700,000","€ 1,700,000",D,29,Germany,Hoffenheim,Bundesliga,2020-2021
13,Ishak Belfodil,"€ 25,000","€ 1,300,000","€ 1,300,000",F,28,Algeria,Hoffenheim,Bundesliga,2020-2021
14,Ermin Bicakcic,"€ 23,077","€ 1,200,000","€ 1,200,000",D,30,Bosnia-Herzegovina,Hoffenheim,Bundesliga,2020-2021
15,Stefan Posch,"€ 19,231","€ 1,000,000","€ 1,000,000",D,23,Austria,Hoffenheim,Bundesliga,2020-2021
16,Dennis Geiger,"€ 19,038","€ 990,000","€ 990,000",M,22,Germany,Hoffenheim,Bundesliga,2020-2021
17,Kasim Adams,"€ 18,846","€ 980,000","€ 980,000",D,25,Ghana,Hoffenheim,Bundesliga,2020-2021
18,Joshua Brenet,"€ 18,654","€ 970,000","€ 970,000",D,26,Netherlands,Hoffenheim,Bundesliga,2020-2021
19,Benjamin Hübner,"€ 16,923","€ 880,000","€ 880,000",D,31,Germany,Hoffenheim,Bundesliga,2020-2021
20,Kevin Akpoguma,"€ 16,731","€ 870,000","€ 870,000",D,25,Nigeria,Hoffenheim,Bundesliga,2020-2021
21,Mijat Gacinovic,"€ 15,769","€ 820,000","€ 820,000",F,25,Serbia,Hoffenheim,Bundesliga,2020-2021
22,Sargis Adamyan,"€ 12,885","€ 670,000","€ 670,000",F,27,Armenia,Hoffenheim,Bundesliga,2020-2021
23,Konstantinos Stafylidis,"€ 12,692","€ 660,000","€ 660,000",D,26,Greece,Hoffenheim,Bundesliga,2020-2021
24,Georginio Rutter,"€ 11,538","€ 600,000","€ 600,000",F,18,France,Hoffenheim,Bundesliga,2020-2021
25,Jacob Bruun Larsen,"€ 8,654","€ 450,000","€ 450,000",F,22,Denmark,Hoffenheim,Bundesliga,2020-2021
26,Christoph Baumgartner,"€ 7,500","€ 390,000","€ 390,000",F,21,Austria,Hoffenheim,Bundesliga,2020-2021
27,João Klauss,"€ 4,038","€ 210,000","€ 210,000",F,23,Brazil,Hoffenheim,Bundesliga,2020-2021
28,Philipp Pentke,"€ 3,077","€ 160,000","€ 160,000",K,35,Germany,Hoffenheim,Bundesliga,2020-2021
29,Chris Richards,"€ 1,538","€ 80,000","€ 80,000",D,20,United States,Hoffenheim,Bundesliga,2020-2021
30,Melayro Bogarde,"€ 1,154","€ 60,000","€ 60,000",D,18,Netherlands,Hoffenheim,Bundesliga,2020-2021
31,Maximilian Beier,"€ 1,154","€ 60,000","€ 60,000",F,18,Germany,Hoffenheim,Bundesliga,2020-2021
32,Marco John,€ 962,"€ 50,000","€ 50,000",F,18,Germany,Hoffenheim,Bundesliga,2020-2021
33,Luca Philipp,€ 769,"€ 40,000","€ 40,000",K,19,Germany,Hoffenheim,Bundesliga,2020-2021
