,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Robin Knoche,"€ 28,846","€ 1,500,000","€ 1,500,000",D,28,Germany,Union Berlin,Bundesliga,2020-2021
2,Loris Karius,"€ 25,000","€ 1,300,000","€ 1,300,000",K,27,Germany,Union Berlin,Bundesliga,2020-2021
3,Max Kruse,"€ 21,154","€ 1,100,000","€ 1,100,000",F,32,Germany,Union Berlin,Bundesliga,2020-2021
4,Joel Pohjanpalo,"€ 18,077","€ 940,000","€ 940,000",F,26,Finland,Union Berlin,Bundesliga,2020-2021
5,Grischa Prömel,"€ 16,923","€ 880,000","€ 880,000",M,25,Germany,Union Berlin,Bundesliga,2020-2021
6,Florian Hübner,"€ 16,538","€ 860,000","€ 860,000",D,29,Germany,Union Berlin,Bundesliga,2020-2021
7,Marcus Ingvartsen,"€ 15,385","€ 800,000","€ 800,000",F,24,Denmark,Union Berlin,Bundesliga,2020-2021
8,Akaki Gogia,"€ 14,038","€ 730,000","€ 730,000",F,28,Germany,Union Berlin,Bundesliga,2020-2021
9,Christopher Trimmel,"€ 13,077","€ 680,000","€ 680,000",D,33,Austria,Union Berlin,Bundesliga,2020-2021
10,Christian Gentner,"€ 13,077","€ 680,000","€ 680,000",M,35,Germany,Union Berlin,Bundesliga,2020-2021
11,Anthony Ujah,"€ 11,923","€ 620,000","€ 620,000",F,30,Nigeria,Union Berlin,Bundesliga,2020-2021
12,Niko Gießelmann,"€ 11,538","€ 600,000","€ 600,000",D,29,Germany,Union Berlin,Bundesliga,2020-2021
13,Marius Bülter,"€ 10,962","€ 570,000","€ 570,000",F,27,Germany,Union Berlin,Bundesliga,2020-2021
14,Marvin Friedrich,"€ 10,962","€ 570,000","€ 570,000",D,24,Germany,Union Berlin,Bundesliga,2020-2021
15,Petar Musa,"€ 10,577","€ 550,000","€ 550,000",F,22,Croatia,Union Berlin,Bundesliga,2020-2021
16,Julian Ryerson,"€ 10,385","€ 540,000","€ 540,000",D,22,Norway,Union Berlin,Bundesliga,2020-2021
17,Sheraldo Becker,"€ 10,000","€ 520,000","€ 520,000",F,25,Netherlands,Union Berlin,Bundesliga,2020-2021
18,Cedric Teuchert,"€ 9,808","€ 510,000","€ 510,000",F,23,Germany,Union Berlin,Bundesliga,2020-2021
19,Taiwo Awoniyi,"€ 9,423","€ 490,000","€ 490,000",F,23,Nigeria,Union Berlin,Bundesliga,2020-2021
20,Robert Andrich,"€ 8,654","€ 450,000","€ 450,000",M,26,Germany,Union Berlin,Bundesliga,2020-2021
21,Jakob Busk,"€ 8,077","€ 420,000","€ 420,000",K,27,Denmark,Union Berlin,Bundesliga,2020-2021
22,Christopher Lenz,"€ 7,308","€ 380,000","€ 380,000",D,26,Germany,Union Berlin,Bundesliga,2020-2021
23,Andreas Luthe,"€ 7,308","€ 380,000","€ 380,000",K,33,Germany,Union Berlin,Bundesliga,2020-2021
24,Sebastian Griesbeck,"€ 5,385","€ 280,000","€ 280,000",M,30,Germany,Union Berlin,Bundesliga,2020-2021
25,Nico Schlotterbeck,"€ 5,000","€ 260,000","€ 260,000",D,20,Germany,Union Berlin,Bundesliga,2020-2021
26,Tim Maciejewski,"€ 3,654","€ 190,000","€ 190,000",F,19,Germany,Union Berlin,Bundesliga,2020-2021
27,Leon Dajaku,"€ 3,654","€ 190,000","€ 190,000",F,19,Germany,Union Berlin,Bundesliga,2020-2021
28,Keita Endo,"€ 3,462","€ 180,000","€ 180,000",F,22,Japan,Union Berlin,Bundesliga,2020-2021
29,Lennart Moser,"€ 2,500","€ 130,000","€ 130,000",K,20,Germany,Union Berlin,Bundesliga,2020-2021
