,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Domenico Berardi,"€ 64,038","€ 3,330,000","€ 3,330,000",F,26,Italy,Sassuolo,Serie A,2020-2021
2,Andrea Consigli,"€ 35,577","€ 1,850,000","€ 1,850,000",K,33,Italy,Sassuolo,Serie A,2020-2021
3,Grégoire Defrel,"€ 30,192","€ 1,570,000","€ 1,570,000",F,29,Martinique,Sassuolo,Serie A,2020-2021
4,Vlad Chiricheș,"€ 28,462","€ 1,480,000","€ 1,480,000",D,31,Romania,Sassuolo,Serie A,2020-2021
5,Francesco Caputo,"€ 28,462","€ 1,480,000","€ 1,480,000",F,33,Italy,Sassuolo,Serie A,2020-2021
6,Vlad Chiriches,"€ 28,462","€ 1,480,000","€ 1,480,000",D,30,Romania,Sassuolo,Serie A,2020-2021
7,Rogério,"€ 25,000","€ 1,300,000","€ 1,300,000",D,22,Brazil,Sassuolo,Serie A,2020-2021
8,Manuel Locatelli,"€ 25,000","€ 1,300,000","€ 1,300,000",M,22,Italy,Sassuolo,Serie A,2020-2021
9,Francesco Magnanelli,"€ 25,000","€ 1,300,000","€ 1,300,000",M,35,Italy,Sassuolo,Serie A,2020-2021
10,Filip Djuricic,"€ 25,000","€ 1,300,000","€ 1,300,000",F,28,Serbia,Sassuolo,Serie A,2020-2021
11,Jérémie Boga,"€ 21,346","€ 1,110,000","€ 1,110,000",F,23,Cote d'Ivoire,Sassuolo,Serie A,2020-2021
12,Marlon,"€ 21,346","€ 1,110,000","€ 1,110,000",D,25,Brazil,Sassuolo,Serie A,2020-2021
13,Gian Marco Ferrari,"€ 21,346","€ 1,110,000","€ 1,110,000",D,28,Italy,Sassuolo,Serie A,2020-2021
14,Federico Peluso,"€ 21,346","€ 1,110,000","€ 1,110,000",D,36,Italy,Sassuolo,Serie A,2020-2021
15,Mehdi Bourabia,"€ 21,346","€ 1,110,000","€ 1,110,000",M,29,Morocco,Sassuolo,Serie A,2020-2021
16,Pedro Obiang,"€ 20,962","€ 1,090,000","€ 1,090,000",M,28,Equatorial Guinea,Sassuolo,Serie A,2020-2021
17,Hamed Junior Traorè,"€ 17,885","€ 930,000","€ 930,000",F,20,Cote d'Ivoire,Sassuolo,Serie A,2020-2021
18,Federico Ricci,"€ 17,885","€ 930,000","€ 930,000",F,26,Italy,Sassuolo,Serie A,2020-2021
19,Gianluca Pegolo,"€ 17,885","€ 930,000","€ 930,000",K,39,Italy,Sassuolo,Serie A,2020-2021
20,Jeremy Toljan,"€ 17,308","€ 900,000","€ 900,000",D,26,Germany,Sassuolo,Serie A,2020-2021
21,Kaan Ayhan,"€ 14,808","€ 770,000","€ 770,000",D,25,Turkey,Sassuolo,Serie A,2020-2021
22,Maxime López,"€ 14,808","€ 770,000","€ 770,000",M,22,France,Sassuolo,Serie A,2020-2021
23,Filippo Romagna,"€ 14,231","€ 740,000","€ 740,000",D,23,Italy,Sassuolo,Serie A,2020-2021
24,Mert Müldür,"€ 9,808","€ 510,000","€ 510,000",D,21,Turkey,Sassuolo,Serie A,2020-2021
25,Georgios Kyriakopoulos,"€ 9,808","€ 510,000","€ 510,000",D,24,Greece,Sassuolo,Serie A,2020-2021
26,Lukas Haraslin,"€ 9,808","€ 510,000","€ 510,000",F,24,Slovakia,Sassuolo,Serie A,2020-2021
27,Giacomo Raspadori,"€ 7,115","€ 370,000","€ 370,000",F,20,Italy,Sassuolo,Serie A,2020-2021
28,Stefano Turati,"€ 5,385","€ 280,000","€ 280,000",K,19,Italy,Sassuolo,Serie A,2020-2021
29,Nicolás Schiappacasse,"€ 5,000","€ 260,000","€ 260,000",F,21,Uruguay,Sassuolo,Serie A,2020-2021
30,Brian Oddei,"€ 3,654","€ 190,000","€ 190,000",F,18,Italy,Sassuolo,Serie A,2020-2021
