,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Jony,"€ 34,423","€ 1,790,000","€ 1,790,000",F,29,Spain,Osasuna,La Liga,2020-2021
2,Raúl Navas,"€ 34,423","€ 1,790,000","€ 1,790,000",D,32,Spain,Osasuna,La Liga,2020-2021
3,Chimy Ávila,"€ 28,846","€ 1,500,000","€ 1,500,000",F,26,Argentina,Osasuna,La Liga,2020-2021
4,Facundo Roncaglia,"€ 26,538","€ 1,380,000","€ 1,380,000",D,33,Argentina,Osasuna,La Liga,2020-2021
5,Rubén García,"€ 25,962","€ 1,350,000","€ 1,350,000",F,27,Spain,Osasuna,La Liga,2020-2021
6,Manu Sánchez,"€ 24,231","€ 1,260,000","€ 1,260,000",D,20,Spain,Osasuna,La Liga,2020-2021
7,Jonathan Calleri,"€ 21,731","€ 1,130,000","€ 1,130,000",F,27,Argentina,Osasuna,La Liga,2020-2021
8,Rubén Martínez,"€ 20,769","€ 1,080,000","€ 1,080,000",K,36,Spain,Osasuna,La Liga,2020-2021
9,Nacho Vidal,"€ 19,423","€ 1,010,000","€ 1,010,000",D,25,Spain,Osasuna,La Liga,2020-2021
10,Sergio Herrera,"€ 18,269","€ 950,000","€ 950,000",K,27,Spain,Osasuna,La Liga,2020-2021
11,Brandon,"€ 17,308","€ 900,000","€ 900,000",F,25,Spain,Osasuna,La Liga,2020-2021
12,Enric Gallego,"€ 16,538","€ 860,000","€ 860,000",F,34,Spain,Osasuna,La Liga,2020-2021
13,Adrián López,"€ 16,154","€ 840,000","€ 840,000",F,32,Spain,Osasuna,La Liga,2020-2021
14,Darko Brasanac,"€ 14,808","€ 770,000","€ 770,000",M,28,Serbia,Osasuna,La Liga,2020-2021
15,Roberto Torres,"€ 13,654","€ 710,000","€ 710,000",F,31,Spain,Osasuna,La Liga,2020-2021
16,Jonás Ramalho,"€ 13,077","€ 680,000","€ 680,000",D,27,Angola,Osasuna,La Liga,2020-2021
17,Unai García,"€ 13,077","€ 680,000","€ 680,000",D,28,Spain,Osasuna,La Liga,2020-2021
18,Juan Pérez,"€ 12,500","€ 650,000","€ 650,000",K,24,Spain,Osasuna,La Liga,2020-2021
19,Ante Budimir,"€ 12,115","€ 630,000","€ 630,000",F,29,Croatia,Osasuna,La Liga,2020-2021
20,Juan Cruz,"€ 11,923","€ 620,000","€ 620,000",D,28,Spain,Osasuna,La Liga,2020-2021
21,David García,"€ 11,923","€ 620,000","€ 620,000",D,26,Spain,Osasuna,La Liga,2020-2021
22,Aridane Hernández,"€ 11,731","€ 610,000","€ 610,000",D,31,Spain,Osasuna,La Liga,2020-2021
23,Jon Moncayola,"€ 9,615","€ 500,000","€ 500,000",M,22,Spain,Osasuna,La Liga,2020-2021
24,Kike Barja,"€ 8,846","€ 460,000","€ 460,000",F,23,Spain,Osasuna,La Liga,2020-2021
25,Lucas Torró,"€ 8,654","€ 450,000","€ 450,000",M,26,Spain,Osasuna,La Liga,2020-2021
26,Oier,"€ 6,538","€ 340,000","€ 340,000",M,34,Spain,Osasuna,La Liga,2020-2021
27,Iñigo Pérez,"€ 5,962","€ 310,000","€ 310,000",M,32,Spain,Osasuna,La Liga,2020-2021
