,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Rubén Sobrino,"€ 41,923","€ 2,180,000","€ 2,180,000",F,28,Spain,Cadiz,La Liga,2020-2021
2,Álvaro Negredo,"€ 24,808","€ 1,290,000","€ 1,290,000",F,35,Spain,Cadiz,La Liga,2020-2021
3,Jeremías Ledesma,"€ 24,615","€ 1,280,000","€ 1,280,000",K,27,Argentina,Cadiz,La Liga,2020-2021
4,Juan Cala,"€ 21,154","€ 1,100,000","€ 1,100,000",D,30,Spain,Cadiz,La Liga,2020-2021
5,Augusto Fernández,"€ 20,962","€ 1,090,000","€ 1,090,000",M,34,Argentina,Cadiz,La Liga,2020-2021
6,Bobby Adekanye,"€ 17,692","€ 920,000","€ 920,000",F,21,Netherlands,Cadiz,La Liga,2020-2021
7,Jens Jönsson,"€ 16,154","€ 840,000","€ 840,000",M,27,Denmark,Cadiz,La Liga,2020-2021
8,Ivan Saponjic,"€ 16,154","€ 840,000","€ 840,000",F,23,Serbia,Cadiz,La Liga,2020-2021
9,Pedro Alcalá,"€ 14,231","€ 740,000","€ 740,000",D,31,Spain,Cadiz,La Liga,2020-2021
10,Jairo Izquierdo,"€ 13,077","€ 680,000","€ 680,000",F,26,Spain,Cadiz,La Liga,2020-2021
11,Choco Lozano,"€ 11,923","€ 620,000","€ 620,000",F,27,Honduras,Cadiz,La Liga,2020-2021
12,Jorge Pombo,"€ 10,962","€ 570,000","€ 570,000",F,26,Spain,Cadiz,La Liga,2020-2021
13,Fali,"€ 9,615","€ 500,000","€ 500,000",D,27,Spain,Cadiz,La Liga,2020-2021
14,Alfonso Espino,"€ 9,615","€ 500,000","€ 500,000",D,28,Uruguay,Cadiz,La Liga,2020-2021
15,Álex Fernández,"€ 9,423","€ 490,000","€ 490,000",F,28,Spain,Cadiz,La Liga,2020-2021
16,Iza Carcelén,"€ 9,231","€ 480,000","€ 480,000",D,27,Spain,Cadiz,La Liga,2020-2021
17,Iván Alejo,"€ 9,038","€ 470,000","€ 470,000",F,25,Spain,Cadiz,La Liga,2020-2021
18,Yann Bodiger,"€ 8,846","€ 460,000","€ 460,000",M,25,France,Cadiz,La Liga,2020-2021
19,Carlos Akapo,"€ 8,654","€ 450,000","€ 450,000",D,27,Equatorial Guinea,Cadiz,La Liga,2020-2021
20,Filip Malbašić,"€ 7,885","€ 410,000","€ 410,000",F,27,Serbia,Cadiz,La Liga,2020-2021
21,José Mari,"€ 7,885","€ 410,000","€ 410,000",M,32,Spain,Cadiz,La Liga,2020-2021
22,Álvaro Giménez,"€ 7,885","€ 410,000","€ 410,000",F,29,Spain,Cadiz,La Liga,2020-2021
23,Nano Mesa,"€ 7,692","€ 400,000","€ 400,000",F,25,Spain,Cadiz,La Liga,2020-2021
24,Jon Ander Garrido,"€ 7,500","€ 390,000","€ 390,000",M,31,Spain,Cadiz,La Liga,2020-2021
25,Marcos Mauro,"€ 6,538","€ 340,000","€ 340,000",D,29,Argentina,Cadiz,La Liga,2020-2021
26,Sergio González,"€ 6,538","€ 340,000","€ 340,000",M,23,Spain,Cadiz,La Liga,2020-2021
27,David Gil,"€ 6,346","€ 330,000","€ 330,000",K,26,Spain,Cadiz,La Liga,2020-2021
28,Salvi Sánchez,"€ 5,962","€ 310,000","€ 310,000",F,29,Spain,Cadiz,La Liga,2020-2021
29,Alberto Perea,"€ 5,577","€ 290,000","€ 290,000",F,29,Spain,Cadiz,La Liga,2020-2021
30,Luismi Quezada,"€ 5,385","€ 280,000","€ 280,000",D,24,Dominican Republic,Cadiz,La Liga,2020-2021
