,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Wilfried Zaha,"£ 130,000","£ 6,760,000","£ 6,760,000",F,27,Cote d'Ivoire,Crystal Palace,Premier League,2020-2021
2,Max Meyer,"£ 125,000","£ 6,500,000","£ 6,500,000",F,25,Germany,Crystal Palace,Premier League,2020-2021
3,Christian Benteke,"£ 120,000","£ 6,240,000","£ 6,240,000",F,29,Belgium,Crystal Palace,Premier League,2020-2021
4,Mamadou Sakho,"£ 100,000","£ 5,200,000","£ 5,200,000",D,30,France,Crystal Palace,Premier League,2020-2021
5,Michy Batshuayi,"£ 90,000","£ 4,680,000","£ 4,680,000",F,27,Belgium,Crystal Palace,Premier League,2020-2021
6,Nathaniel Clyne,"£ 80,000","£ 4,160,000","£ 4,160,000",D,29,England,Crystal Palace,Premier League,2020-2021
7,Luka Milivojevic,"£ 75,000","£ 3,900,000","£ 3,900,000",M,29,Serbia,Crystal Palace,Premier League,2020-2021
8,Vicente Guaita,"£ 75,000","£ 3,900,000","£ 3,900,000",K,33,Spain,Crystal Palace,Premier League,2020-2021
9,Gary Cahill,"£ 65,000","£ 3,380,000","£ 3,380,000",D,34,England,Crystal Palace,Premier League,2020-2021
10,Cheikhou Kouyaté,"£ 65,000","£ 3,380,000","£ 3,380,000",M,30,Senegal,Crystal Palace,Premier League,2020-2021
11,Connor Wickham,"£ 60,000","£ 3,120,000","£ 3,120,000",F,27,England,Crystal Palace,Premier League,2020-2021
12,Scott Dann,"£ 60,000","£ 3,120,000","£ 3,120,000",D,33,England,Crystal Palace,Premier League,2020-2021
13,Andros Townsend,"£ 55,000","£ 2,860,000","£ 2,860,000",F,29,England,Crystal Palace,Premier League,2020-2021
14,Jairo Riedewald,"£ 55,000","£ 2,860,000","£ 2,860,000",D,24,Netherlands,Crystal Palace,Premier League,2020-2021
15,James McArthur,"£ 55,000","£ 2,860,000","£ 2,860,000",M,33,Scotland,Crystal Palace,Premier League,2020-2021
16,Patrick van Aanholt,"£ 55,000","£ 2,860,000","£ 2,860,000",D,30,Netherlands,Crystal Palace,Premier League,2020-2021
17,James McCarthy,"£ 50,000","£ 2,600,000","£ 2,600,000",M,29,Ireland,Crystal Palace,Premier League,2020-2021
18,Jeffrey Schlupp,"£ 50,000","£ 2,600,000","£ 2,600,000",M,27,Ghana,Crystal Palace,Premier League,2020-2021
19,Jean-Philippe Mateta,"£ 50,000","£ 2,600,000","£ 2,600,000",F,23,France,Crystal Palace,Premier League,2020-2021
20,James Tomkins,"£ 50,000","£ 2,600,000","£ 2,600,000",D,31,England,Crystal Palace,Premier League,2020-2021
21,Wayne Hennessey,"£ 40,000","£ 2,080,000","£ 2,080,000",K,33,Wales,Crystal Palace,Premier League,2020-2021
22,Tyrick Mitchell,"£ 40,000","£ 2,080,000","£ 2,080,000",D,21,England,Crystal Palace,Premier League,2020-2021
23,Joel Ward,"£ 35,000","£ 1,820,000","£ 1,820,000",D,30,England,Crystal Palace,Premier League,2020-2021
24,Jack Butland,"£ 35,000","£ 1,820,000","£ 1,820,000",K,27,England,Crystal Palace,Premier League,2020-2021
25,Jordan Ayew,"£ 35,000","£ 1,820,000","£ 1,820,000",F,29,Ghana,Crystal Palace,Premier League,2020-2021
26,Eberechi Eze,"£ 30,000","£ 1,560,000","£ 1,560,000",F,22,England,Crystal Palace,Premier League,2020-2021
27,Martin Kelly,"£ 25,000","£ 1,300,000","£ 1,300,000",D,30,England,Crystal Palace,Premier League,2020-2021
28,Nathan Ferguson,"£ 25,000","£ 1,300,000","£ 1,300,000",D,20,England,Crystal Palace,Premier League,2020-2021
29,Stephen Henderson,"£ 6,923","£ 360,000","£ 360,000",K,32,Ireland,Crystal Palace,Premier League,2020-2021
30,Sam Woods,"£ 2,500","£ 130,000","£ 130,000",D,22,England,Crystal Palace,Premier League,2020-2021
31,Brandon Pierrick,£ 481,"£ 25,000","£ 25,000",F,18,England,Crystal Palace,Premier League,2020-2021
