,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Valon Berisha,"€ 18,462","€ 960,000","€ 960,000",M,27,Kosovo,Reims,Ligue 1,2020-2021
2,Yunis Abdelhamid,"€ 18,462","€ 960,000","€ 960,000",D,33,Morocco,Reims,Ligue 1,2020-2021
3,Anastasios Donis,"€ 13,846","€ 720,000","€ 720,000",F,24,Greece,Reims,Ligue 1,2020-2021
4,Predrag Rajkovic,"€ 13,846","€ 720,000","€ 720,000",K,24,Serbia,Reims,Ligue 1,2020-2021
5,Thomas Foket,"€ 13,846","€ 720,000","€ 720,000",D,26,Belgium,Reims,Ligue 1,2020-2021
6,Arbër Zeneli,"€ 13,462","€ 700,000","€ 700,000",F,25,Kosovo,Reims,Ligue 1,2020-2021
7,Xavier Chavalerin,"€ 10,769","€ 560,000","€ 560,000",M,29,France,Reims,Ligue 1,2020-2021
8,Wout Faes,"€ 8,077","€ 420,000","€ 420,000",D,22,Belgium,Reims,Ligue 1,2020-2021
9,Dario Maresic,"€ 7,692","€ 400,000","€ 400,000",D,21,Austria,Reims,Ligue 1,2020-2021
10,Moussa Doumbia,"€ 7,500","€ 390,000","€ 390,000",F,26,Mali,Reims,Ligue 1,2020-2021
11,Mathieu Cafaro,"€ 7,500","€ 390,000","€ 390,000",F,23,France,Reims,Ligue 1,2020-2021
12,Kaj Sierhuis,"€ 7,308","€ 380,000","€ 380,000",F,22,Netherlands,Reims,Ligue 1,2020-2021
13,Moreto Cassamá,"€ 7,115","€ 370,000","€ 370,000",M,22,Guinea-Bissau,Reims,Ligue 1,2020-2021
14,Fraser Hornby,"€ 6,731","€ 350,000","€ 350,000",F,21,Scotland,Reims,Ligue 1,2020-2021
15,Dereck Kutesa,"€ 5,385","€ 280,000","€ 280,000",F,22,Switzerland,Reims,Ligue 1,2020-2021
16,Mouhamadou Drammeh,"€ 4,808","€ 250,000","€ 250,000",M,21,France,Reims,Ligue 1,2020-2021
17,El Bilal Touré,"€ 4,808","€ 250,000","€ 250,000",F,19,Mali,Reims,Ligue 1,2020-2021
18,Ghislain Konan,"€ 4,423","€ 230,000","€ 230,000",D,24,Cote d'Ivoire,Reims,Ligue 1,2020-2021
19,Boulaye Dia,"€ 3,269","€ 170,000","€ 170,000",F,23,Senegal,Reims,Ligue 1,2020-2021
20,Thibault De Smet,"€ 2,885","€ 150,000","€ 150,000",D,22,Belgium,Reims,Ligue 1,2020-2021
21,Marshall Munetsi,€ 769,"€ 40,000","€ 40,000",M,24,Zimbabwe,Reims,Ligue 1,2020-2021
22,Nathanaël Mbuku,€ 769,"€ 40,000","€ 40,000",F,18,France,Reims,Ligue 1,2020-2021
23,Yehvann Diouf,€ 577,"€ 30,000","€ 30,000",K,20,France,Reims,Ligue 1,2020-2021
24,Fodé Doucouré,€ 577,"€ 30,000","€ 30,000",D,19,Mali,Reims,Ligue 1,2020-2021
25,Dialy Ndiaye,€ 577,"€ 30,000","€ 30,000",K,21,Senegal,Reims,Ligue 1,2020-2021
